2023-06-07 17:20:21,696 - (1, 0.825529453125, 7.736129999160767, 7.736486911773682)
2023-06-07 17:20:27,094 - (2, 1.65105890625, 5.3967509269714355, 13.135267972946167)
2023-06-07 17:20:31,964 - (3, 2.4765883593750004, 4.867609262466431, 18.00472092628479)
2023-06-07 17:20:36,878 - (4, 3.3021178125000006, 4.913439035415649, 22.918702840805054)
2023-06-07 17:20:41,393 - (5, 4.127647265625001, 4.5141119956970215, 27.433632135391235)
2023-06-07 17:20:45,980 - (6, 4.953176718750001, 4.585754156112671, 32.020474910736084)
2023-06-07 17:20:50,697 - (7, 5.778706171875001, 4.716343879699707, 36.7374951839447)
2023-06-07 17:20:55,779 - (8, 6.604235625000001, 5.080769062042236, 41.820196866989136)
2023-06-07 17:21:01,464 - (9, 7.429765078125001, 5.6839759349823, 47.50523400306702)
2023-06-07 17:21:06,052 - (10, 8.255294531250001, 4.586112976074219, 52.092336893081665)
2023-06-07 17:21:11,011 - (11, 9.080823984375002, 4.956890106201172, 57.051459074020386)
2023-06-07 17:21:15,823 - (12, 9.906353437500002, 4.810965061187744, 61.863370180130005)
2023-06-07 17:21:20,599 - (13, 10.731882890625002, 4.776186943054199, 66.64034104347229)
2023-06-07 17:21:25,250 - (14, 11.557412343750002, 4.649511814117432, 71.29042601585388)
2023-06-07 17:21:29,910 - (15, 12.382941796875002, 4.659265995025635, 75.95086121559143)
2023-06-07 17:21:34,391 - (16, 13.208471250000002, 4.479368209838867, 80.43144106864929)
2023-06-07 17:21:38,699 - (17, 14.034000703125002, 4.3073461055755615, 84.73979711532593)
2023-06-07 17:21:43,063 - (18, 14.859530156250003, 4.362935781478882, 89.10367608070374)
2023-06-07 17:21:47,460 - (19, 15.685059609375003, 4.394922971725464, 93.50078225135803)
2023-06-07 17:21:51,827 - (20, 16.510589062500003, 4.366191864013672, 97.86795020103455)
2023-06-07 17:21:56,273 - (21, 17.336118515625003, 4.445199966430664, 102.31357502937317)
2023-06-07 17:22:00,743 - (22, 18.161647968750003, 4.4678919315338135, 106.7835521697998)
2023-06-07 17:22:05,166 - (23, 18.987177421875003, 4.422278881072998, 111.20679903030396)
2023-06-07 17:22:09,771 - (24, 19.812706875000003, 4.604241847991943, 115.81206607818604)
2023-06-07 17:22:14,399 - (25, 20.638236328125004, 4.6261608600616455, 120.43954706192017)
2023-06-07 17:22:19,105 - (26, 21.463765781250004, 4.705272197723389, 125.14594793319702)
2023-06-07 17:22:23,501 - (27, 22.289295234375004, 4.393807888031006, 129.5413269996643)
2023-06-07 17:22:27,742 - (28, 23.114824687500004, 4.239732027053833, 133.78272914886475)
2023-06-07 17:22:32,315 - (29, 23.940354140625004, 4.572306871414185, 138.35610103607178)
2023-06-07 17:22:36,969 - (30, 24.765883593750004, 4.651618003845215, 143.00977420806885)
2023-06-07 17:22:41,456 - (31, 25.591413046875005, 4.485790014266968, 147.49690198898315)
2023-06-07 17:22:46,091 - (32, 26.416942500000005, 4.633723020553589, 152.1316270828247)
2023-06-07 17:22:50,864 - (33, 27.242471953125005, 4.772133827209473, 156.90459299087524)
2023-06-07 17:22:55,308 - (34, 28.068001406250005, 4.441991806030273, 161.34883522987366)
2023-06-07 17:22:59,731 - (35, 28.893530859375005, 4.420922756195068, 165.77095890045166)
2023-06-07 17:23:04,074 - (36, 29.719060312500005, 4.3420350551605225, 170.11444211006165)
2023-06-07 17:23:08,716 - (37, 30.544589765625005, 4.641129016876221, 174.75663328170776)
2023-06-07 17:23:13,143 - (38, 31.370119218750006, 4.425995111465454, 179.18351316452026)
2023-06-07 17:23:17,836 - (39, 32.195648671875006, 4.692325115203857, 183.87687993049622)
2023-06-07 17:23:22,263 - (40, 33.021178125000006, 4.425893068313599, 188.30382227897644)
2023-06-07 17:23:26,799 - (41, 33.846707578125006, 4.535191774368286, 192.84003520011902)
2023-06-07 17:23:31,373 - (42, 34.672237031250006, 4.572904109954834, 197.41374111175537)
2023-06-07 17:23:35,838 - (43, 35.497766484375006, 4.464622974395752, 201.87907218933105)
2023-06-07 17:23:40,445 - (44, 36.323295937500006, 4.604490041732788, 206.4858078956604)
2023-06-07 17:23:45,053 - (45, 37.14882539062501, 4.606762886047363, 211.09356904029846)
2023-06-07 17:23:49,898 - (46, 37.97435484375001, 4.844074964523315, 215.93852710723877)
2023-06-07 17:23:54,668 - (47, 38.79988429687501, 4.769291877746582, 220.70881700515747)
2023-06-07 17:23:59,355 - (48, 39.62541375000001, 4.686269998550415, 225.39573621749878)
2023-06-07 17:24:04,040 - (49, 40.45094320312501, 4.684381008148193, 230.08073210716248)
2023-06-07 17:24:08,731 - (50, 41.27647265625001, 4.690524101257324, 234.77198600769043)
2023-06-07 17:24:13,397 - (51, 42.10200210937501, 4.664553880691528, 239.4373540878296)
2023-06-07 17:24:17,874 - (52, 42.92753156250001, 4.47657585144043, 243.9148292541504)
2023-06-07 17:24:22,423 - (53, 43.75306101562501, 4.548283815383911, 248.4640588760376)
2023-06-07 17:24:26,789 - (54, 44.57859046875001, 4.365236043930054, 252.82968711853027)
2023-06-07 17:24:31,475 - (55, 45.40411992187501, 4.679802179336548, 257.5160689353943)
2023-06-07 17:24:35,973 - (56, 46.22964937500001, 4.497045993804932, 262.0139322280884)
2023-06-07 17:24:40,478 - (57, 47.05517882812501, 4.5044331550598145, 266.519052028656)
2023-06-07 17:24:45,170 - (58, 47.88070828125001, 4.690070152282715, 271.21100306510925)
2023-06-07 17:24:49,670 - (59, 48.70623773437501, 4.498914003372192, 275.7106509208679)
